STOP_FRISK_ID,STOP_FRISK_TIME,MONTH2,DAY2,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,STOP_LOCATION_BORO_NAME
1332,20:35:00,April,Friday,OTHER,10,N,Y,(null),15,MALE,BLACK,MANHATTAN
1333,1:05:00,April,Sunday,CPW,1,Y,Y,(null),15,MALE,BLACK HISPANIC,MANHATTAN
1334,1:06:00,May,Monday,ROBBERY,5,Y,Y,(null),50,MALE,BLACK,MANHATTAN
1335,23:55:00,May,Saturday,ROBBERY,5,Y,Y,(null),29,MALE,BLACK,MANHATTAN
1336,11:29:00,May,Monday,CRIMINAL TRESPASS,6,Y,Y,(null),37,MALE,WHITE HISPANIC,MANHATTAN
1337,21:40:00,May,Saturday,CPW,2,N,Y,(null),17,MALE,BLACK HISPANIC,MANHATTAN
1338,21:40:00,May,Saturday,CPW,3,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
1339,8:04:00,May,Friday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,5,N,Y,(null),60,MALE,WHITE HISPANIC,MANHATTAN
1340,12:05:00,May,Sunday,PETIT LARCENY,5,N,Y,(null),(null),MALE,BLACK,MANHATTAN
1341,18:40:00,January,Tuesday,CRIMINAL TRESPASS,4,Y,N,(null),25,FEMALE,BLACK,MANHATTAN
1342,17:50:00,January,Tuesday,CRIMINAL TRESPASS,5,Y,N,(null),54,MALE,BLACK,MANHATTAN
1343,18:25:00,March,Tuesday,CRIMINAL TRESPASS,5,Y,N,(null),55,MALE,BLACK,MANHATTAN
1344,22:11:00,May,Thursday,ASSAULT,5,N,Y,(null),16,MALE,BLACK,MANHATTAN
1345,17:15:00,May,Tuesday,RECKLESS ENDANGERMENT,15,N,Y,(null),29,MALE,WHITE HISPANIC,MANHATTAN
1346,2:07:00,May,Wednesday,BURGLARY,5,Y,Y,(null),54,MALE,BLACK,MANHATTAN
1347,17:50:00,May,Wednesday,CPW,10,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
1348,19:19:00,May,Tuesday,CPW,6,N,Y,(null),19,MALE,BLACK,MANHATTAN
1349,15:25:00,May,Thursday,CPW,1,N,Y,(null),24,MALE,WHITE HISPANIC,MANHATTAN
1350,16:50:00,May,Friday,CPW,5,N,Y,(null),55,MALE,WHITE HISPANIC,MANHATTAN
1351,21:33:00,May,Saturday,CPW,2,N,Y,(null),21,MALE,BLACK,MANHATTAN
1352,17:30:00,February,Friday,CRIMINAL POSSESSION OF MARIHUANA,10,Y,N,(null),28,MALE,WHITE HISPANIC,MANHATTAN
1353,18:55:00,June,Friday,CRIMINAL TRESPASS,2,Y,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
1354,18:55:00,June,Friday,PROSTITUTION,2,Y,N,(null),20,FEMALE,BLACK,MANHATTAN
1355,10:05:00,June,Saturday,CPW,15,N,Y,(null),30,MALE,BLACK,MANHATTAN
1356,10:05:00,June,Saturday,CPW,30,N,N,(null),31,MALE,BLACK HISPANIC,MANHATTAN
1357,10:05:00,June,Saturday,CPW,30,N,N,(null),37,MALE,WHITE HISPANIC,MANHATTAN
1358,17:20:00,June,Sunday,CRIMINAL TRESPASS,12,Y,Y,(null),29,FEMALE,WHITE,MANHATTAN
1359,17:20:00,June,Sunday,CRIMINAL TRESPASS,12,Y,Y,(null),21,MALE,BLACK,MANHATTAN
1360,19:31:00,June,Tuesday,ROBBERY,9,N,Y,(null),19,MALE,BLACK,MANHATTAN
1361,0:00:00,June,Thursday,CRIMINAL TRESPASS,5,Y,N,(null),20,MALE,BLACK,MANHATTAN
1362,0:51:00,June,Saturday,OTHER,2,N,Y,(null),22,MALE,BLACK,MANHATTAN
1363,2:15:00,June,Sunday,ROBBERY,5,Y,Y,(null),22,MALE,BLACK,MANHATTAN
1364,2:15:00,June,Sunday,ROBBERY,5,Y,Y,(null),23,MALE,BLACK,MANHATTAN
1365,18:29:00,June,Tuesday,PETIT LARCENY,3,N,N,(null),16,MALE,BLACK,MANHATTAN
1366,18:29:00,June,Tuesday,PETIT LARCENY,3,N,N,(null),15,MALE,BLACK,MANHATTAN
1367,20:20:00,June,Friday,PETIT LARCENY,5,N,N,(null),33,MALE,WHITE HISPANIC,MANHATTAN
1368,12:21:00,June,Thursday,CPW,2,N,N,(null),25,MALE,BLACK,MANHATTAN
1369,16:10:00,June,Friday,CRIMINAL TRESPASS,5,Y,Y,(null),42,MALE,BLACK HISPANIC,MANHATTAN
1370,14:26:00,July,Tuesday,CPW,10,N,Y,(null),15,MALE,BLACK,MANHATTAN
1371,21:20:00,July,Thursday,ASSAULT,10,N,Y,(null),16,MALE,BLACK,MANHATTAN
1372,21:20:00,July,Thursday,ASSAULT,10,N,Y,(null),26,MALE,BLACK,MANHATTAN
1373,14:15:00,July,Friday,CPW,20,N,Y,(null),38,MALE,WHITE HISPANIC,MANHATTAN
1374,14:15:00,July,Friday,CPW,20,N,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
1375,14:15:00,July,Friday,CPW,20,N,Y,(null),27,MALE,WHITE HISPANIC,MANHATTAN
1376,15:04:00,July,Sunday,ROBBERY,20,N,Y,(null),22,MALE,BLACK,MANHATTAN
1377,7:54:00,July,Sunday,CPW,1,N,Y,(null),61,MALE,BLACK HISPANIC,PBMN
1378,12:25:00,July,Wednesday,ROBBERY,3,N,N,(null),30,MALE,BLACK,MANHATTAN
1379,5:05:00,July,Saturday,ROBBERY,10,Y,N,(null),25,MALE,WHITE HISPANIC,MANHATTAN
1380,8:00:00,July,Monday,ASSAULT,10,Y,N,(null),19,FEMALE,BLACK,MANHATTAN
1381,13:35:00,July,Tuesday,CPW,1,Y,Y,(null),17,MALE,WHITE HISPANIC,MANHATTAN
1382,8:10:00,July,Saturday,PETIT LARCENY,5,N,N,(null),20,MALE,BLACK,MANHATTAN
1383,12:30:00,July,Saturday,PETIT LARCENY,20,N,N,(null),44,MALE,BLACK,MANHATTAN
1384,18:26:00,July,Saturday,PETIT LARCENY,15,N,N,(null),(null),FEMALE,BLACK,MANHATTAN
1385,10:20:00,July,Tuesday,CRIMINAL TRESPASS,2,Y,N,(null),34,MALE,BLACK,MANHATTAN
1386,1:42:00,July,Saturday,ASSAULT,5,Y,Y,(null),34,MALE,WHITE HISPANIC,MANHATTAN
1387,0:15:00,July,Saturday,CPW,5,Y,Y,(null),28,MALE,BLACK,MANHATTAN
1388,17:30:00,February,Friday,CRIMINAL POSSESSION OF MARIHUANA,10,Y,N,(null),28,MALE,WHITE HISPANIC,MANHATTAN
1389,19:00:00,August,Wednesday,BURGLARY,10,N,N,(null),10,MALE,WHITE HISPANIC,MANHATTAN
1390,18:57:00,August,Wednesday,BURGLARY,15,N,N,(null),12,MALE,WHITE HISPANIC,MANHATTAN
1391,18:57:00,August,Wednesday,BURGLARY,15,N,N,(null),11,MALE,WHITE HISPANIC,MANHATTAN
1392,18:57:00,August,Wednesday,BURGLARY,15,N,N,(null),12,MALE,BLACK,MANHATTAN
1393,10:59:00,August,Saturday,CPW,10,N,Y,(null),21,MALE,BLACK,MANHATTAN
1394,1:50:00,July,Thursday,CPW,5,N,Y,(null),22,MALE,BLACK HISPANIC,MANHATTAN
1395,1:50:00,July,Thursday,CPW,5,N,Y,(null),23,FEMALE,WHITE HISPANIC,MANHATTAN
1396,13:36:00,August,Sunday,PETIT LARCENY,134,Y,Y,(null),23,MALE,BLACK HISPANIC,MANHATTAN
1397,13:36:00,August,Sunday,PETIT LARCENY,134,Y,Y,(null),18,MALE,BLACK HISPANIC,MANHATTAN
1398,17:00:00,August,Friday,MENACING,49,Y,Y,(null),15,MALE,BLACK,MANHATTAN
1399,20:55:00,August,Tuesday,CRIMINAL TRESPASS,1,Y,N,(null),35,FEMALE,BLACK,MANHATTAN
1400,1:28:00,February,Saturday,CPW,4,N,Y,(null),28,MALE,BLACK,MANHATTAN
1401,1:28:00,August,Thursday,CPW,4,N,Y,(null),28,MALE,BLACK,MANHATTAN
1402,1:28:00,August,Friday,CPW,4,Y,Y,(null),22,FEMALE,BLACK,MANHATTAN
1403,1:28:00,August,Friday,CPW,4,N,Y,(null),30,FEMALE,BLACK,MANHATTAN
1404,1:50:00,July,Thursday,ASSAULT,15,N,Y,(null),(null),MALE,WHITE HISPANIC,MANHATTAN
1405,1:50:00,July,Thursday,ASSAULT,15,N,Y,(null),23,MALE,(null),MANHATTAN
1406,10:40:00,August,Sunday,ASSAULT,3,N,Y,(null),28,MALE,BLACK,MANHATTAN
1407,10:05:00,August,Sunday,PETIT LARCENY,8,N,N,(null),38,MALE,WHITE HISPANIC,MANHATTAN
1408,23:08:00,August,Monday,ASSAULT,4,N,Y,(null),16,MALE,BLACK,MANHATTAN
1409,0:00:00,August,Tuesday,ROBBERY,5,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
1410,21:05:00,August,Tuesday,ROBBERY,5,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
1411,21:05:00,August,Tuesday,ROBBERY,5,N,Y,(null),16,MALE,WHITE HISPANIC,MANHATTAN
1412,21:05:00,August,Tuesday,ROBBERY,5,N,Y,(null),14,FEMALE,WHITE HISPANIC,MANHATTAN
1413,21:23:00,August,Thursday,CRIMINAL MISCHIEF,10,N,N,(null),32,MALE,WHITE HISPANIC,MANHATTAN
1414,19:17:00,September,Friday,ROBBERY,3,N,Y,(null),28,MALE,WHITE HISPANIC,MANHATTAN
1415,19:57:00,June,Monday,PETIT LARCENY,3,Y,Y,(null),49,MALE,WHITE HISPANIC,MANHATTAN
1416,15:22:00,September,Saturday,CRIMINAL TRESPASS,3,Y,Y,(null),22,(null),BLACK,MANHATTAN
1417,14:45:00,September,Sunday,OTHER,10,N,N,(null),25,MALE,BLACK,MANHATTAN
1418,14:45:00,September,Sunday,OTHER,10,N,N,(null),25,MALE,BLACK,MANHATTAN
1419,14:45:00,September,Sunday,OTHER,10,N,N,(null),19,MALE,BLACK,MANHATTAN
1420,0:41:00,September,Wednesday,CPW,2,N,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
1421,10:13:00,September,Wednesday,CRIMINAL TRESPASS,5,N,N,(null),34,MALE,ASIAN/PAC.ISL,MANHATTAN
1422,4:05:00,September,Saturday,ROBBERY,5,Y,Y,(null),20,MALE,WHITE HISPANIC,MANHATTAN
1423,13:25:00,September,Sunday,ROBBERY,3,N,N,(null),32,MALE,WHITE HISPANIC,MANHATTAN
1424,9:33:00,September,Friday,PETIT LARCENY,10,N,N,(null),54,MALE,BLACK,MANHATTAN
1425,12:58:00,September,Wednesday,BURGLARY,10,N,N,(null),16,MALE,WHITE HISPANIC,MANHATTAN
1426,3:57:00,September,Thursday,CPW,5,N,Y,(null),20,MALE,BLACK,MANHATTAN
1427,3:57:00,September,Thursday,CPW,5,N,Y,(null),19,MALE,BLACK,MANHATTAN
1428,3:57:00,September,Thursday,CPW,5,N,Y,(null),18,MALE,BLACK,MANHATTAN
1429,3:57:00,September,Thursday,CPW,5,N,Y,(null),18,MALE,(null),MANHATTAN
1430,9:25:00,September,Saturday,CRIMINAL TRESPASS,5,N,N,(null),51,FEMALE,WHITE HISPANIC,MANHATTAN
1431,23:20:00,September,Saturday,ROBBERY,2,N,Y,(null),18,MALE,BLACK,MANHATTAN
1432,20:48:00,September,Thursday,CPW,2,N,Y,(null),29,MALE,BLACK,MANHATTAN
1433,19:48:00,September,Saturday,GRAND LARCENY,1,Y,Y,(null),47,MALE,WHITE HISPANIC,MANHATTAN
1434,2:40:00,October,Sunday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,2,Y,Y,(null),50,MALE,BLACK,MANHATTAN
1435,15:20:00,August,Wednesday,OTHER,20,N,Y,(null),26,MALE,BLACK,MANHATTAN
1436,22:17:00,September,Saturday,CPW,3,Y,N,(null),14,MALE,BLACK HISPANIC,MANHATTAN
1437,16:40:00,October,Sunday,CPW,10,N,Y,(null),21,MALE,BLACK,MANHATTAN
1438,19:00:00,October,Monday,CRIMINAL TRESPASS,9,Y,N,(null),17,FEMALE,BLACK,MANHATTAN
1439,16:57:00,October,Tuesday,CPW,8,N,Y,(null),15,MALE,BLACK,MANHATTAN
1440,21:59:00,October,Tuesday,CPW,3,Y,Y,(null),22,MALE,BLACK,MANHATTAN
1441,18:15:00,October,Wednesday,CPW,5,N,Y,(null),22,MALE,BLACK,MANHATTAN
1442,18:15:00,October,Wednesday,CPW,5,N,Y,(null),32,FEMALE,WHITE HISPANIC,MANHATTAN
1443,18:15:00,October,Wednesday,CPW,5,N,Y,(null),23,MALE,BLACK,MANHATTAN
1444,18:15:00,October,Wednesday,CPW,5,N,Y,(null),(null),MALE,WHITE HISPANIC,MANHATTAN
1445,18:15:00,October,Wednesday,CPW,5,N,Y,(null),40,MALE,WHITE HISPANIC,MANHATTAN
1446,18:15:00,October,Wednesday,CPW,5,N,Y,(null),43,MALE,WHITE HISPANIC,MANHATTAN
1447,16:05:00,October,Thursday,CRIMINAL POSSESSION OF MARIHUANA,20,N,N,(null),57,MALE,BLACK,MANHATTAN
1448,16:05:00,October,Thursday,CRIMINAL POSSESSION OF MARIHUANA,20,N,N,(null),50,MALE,BLACK,MANHATTAN
1449,22:30:00,October,Thursday,CPW,2,N,Y,(null),17,MALE,BLACK,MANHATTAN
1450,18:05:00,October,Monday,CPW,7,Y,Y,(null),22,FEMALE,BLACK,MANHATTAN
1451,17:45:00,October,Wednesday,ROBBERY,0,N,N,(null),35,MALE,BLACK,MANHATTAN
1452,3:10:00,October,Friday,OTHER,1,Y,Y,(null),32,MALE,BLACK,MANHATTAN
1453,17:25:00,October,Friday,GRAND LARCENY,1,N,N,(null),25,MALE,AMER IND,MANHATTAN
1454,21:59:00,October,Tuesday,CPW,3,N,N,(null),23,MALE,BLACK HISPANIC,MANHATTAN
1455,7:40:00,October,Monday,MENACING,5,Y,Y,(null),51,MALE,BLACK,MANHATTAN
1456,18:55:00,October,Thursday,CPW,5,N,N,(null),17,MALE,WHITE HISPANIC,MANHATTAN
1457,18:55:00,October,Thursday,CPW,5,N,N,(null),17,MALE,WHITE HISPANIC,MANHATTAN
1458,4:20:00,October,Saturday,ASSAULT,30,N,Y,(null),17,MALE,WHITE HISPANIC,MANHATTAN
1459,11:16:00,October,Monday,PETIT LARCENY,2,Y,N,(null),51,MALE,WHITE HISPANIC,MANHATTAN
1460,16:00:00,October,Tuesday,PETIT LARCENY,5,N,N,(null),31,MALE,WHITE HISPANIC,MANHATTAN
1461,19:00:00,November,Wednesday,PETIT LARCENY,7,Y,Y,(null),37,MALE,WHITE HISPANIC,MANHATTAN
1462,2:50:00,November,Saturday,BURGLARY,20,Y,N,(null),34,MALE,BLACK,MANHATTAN
1463,2:50:00,November,Saturday,BURGLARY,20,Y,N,(null),45,FEMALE,BLACK,MANHATTAN
1464,14:05:00,November,Friday,BURGLARY,3,N,N,(null),55,MALE,BLACK,MANHATTAN
1465,19:05:00,October,Tuesday,ASSAULT,3,N,Y,(null),18,MALE,BLACK,MANHATTAN
1466,9:00:00,November,Tuesday,MENACING,2,N,N,(null),(null),FEMALE,WHITE HISPANIC,MANHATTAN
1467,11:40:00,November,Tuesday,MENACING,15,Y,Y,(null),25,MALE,BLACK HISPANIC,MANHATTAN
1468,2:22:00,October,Sunday,ROBBERY,10,Y,Y,(null),16,MALE,BLACK,MANHATTAN
1469,2:22:00,October,Sunday,ROBBERY,10,Y,Y,(null),17,MALE,BLACK,MANHATTAN
1470,2:22:00,October,Sunday,ROBBERY,10,N,Y,(null),17,MALE,WHITE HISPANIC,MANHATTAN
1471,19:05:00,October,Tuesday,ASSAULT,3,N,Y,(null),18,MALE,BLACK,MANHATTAN
1472,2:22:00,October,Sunday,ROBBERY,10,Y,Y,(null),15,MALE,BLACK,MANHATTAN
1473,22:05:00,November,Wednesday,CRIMINAL TRESPASS,10,Y,N,(null),17,MALE,BLACK,MANHATTAN
1474,22:05:00,November,Wednesday,CRIMINAL TRESPASS,2,Y,N,(null),17,MALE,BLACK,MANHATTAN
1475,22:10:00,November,Wednesday,CRIMINAL TRESPASS,2,Y,N,(null),19,(null),BLACK,MANHATTAN
1476,19:00:00,November,Wednesday,PETIT LARCENY,7,N,N,(null),22,FEMALE,BLACK,MANHATTAN
1477,17:30:00,November,Thursday,GRAND LARCENY AUTO,9,Y,N,(null),46,MALE,BLACK,MANHATTAN
1478,14:10:00,November,Friday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,15,N,N,(null),54,MALE,BLACK HISPANIC,MANHATTAN
1479,14:10:00,November,Friday,CRIMINAL SALE OF CONTROLLED SUBSTANCE,15,N,N,(null),36,MALE,BLACK,MANHATTAN
1480,10:30:00,November,Saturday,ASSAULT,20,N,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
1481,19:25:00,November,Saturday,ROBBERY,3,Y,Y,(null),40,MALE,BLACK,MANHATTAN
1482,8:15:00,November,Sunday,CRIMINAL TRESPASS,15,Y,Y,(null),37,MALE,WHITE HISPANIC,MANHATTAN
1483,9:55:00,November,Monday,CPW,10,Y,Y,(null),35,MALE,WHITE HISPANIC,MANHATTAN
1484,10:00:00,November,Monday,ROBBERY,3,N,Y,(null),45,MALE,BLACK HISPANIC,MANHATTAN
1485,20:30:00,November,Friday,CRIMINAL TRESPASS,10,Y,N,(null),33,MALE,WHITE HISPANIC,MANHATTAN
1486,8:17:00,November,Tuesday,GRAND LARCENY AUTO,15,N,Y,(null),23,MALE,BLACK,MANHATTAN
1487,10:22:00,November,Saturday,ROBBERY,5,N,Y,(null),35,MALE,WHITE HISPANIC,MANHATTAN
1488,10:21:00,November,Saturday,ROBBERY,5,N,Y,(null),35,MALE,BLACK HISPANIC,MANHATTAN
1489,21:50:00,November,Saturday,CPW,10,Y,Y,(null),19,MALE,BLACK,MANHATTAN
1490,14:30:00,November,Monday,PETIT LARCENY,10,N,Y,(null),54,MALE,BLACK,MANHATTAN
1491,20:00:00,November,Tuesday,CPW,20,N,Y,(null),29,MALE,BLACK,MANHATTAN
1492,14:55:00,December,Friday,PETIT LARCENY,5,N,N,(null),50,MALE,BLACK,MANHATTAN
1493,23:35:00,December,Friday,ASSAULT,8,N,Y,(null),22,MALE,WHITE HISPANIC,MANHATTAN
1494,14:35:00,December,Sunday,ASSAULT,15,Y,N,(null),24,MALE,WHITE HISPANIC,MANHATTAN
1495,15:34:00,December,Tuesday,ROBBERY,40,Y,Y,(null),30,MALE,BLACK,MANHATTAN
1496,18:00:00,December,Wednesday,PETIT LARCENY,2,N,N,(null),17,FEMALE,BLACK,MANHATTAN
1497,18:00:00,December,Wednesday,PETIT LARCENY,2,N,N,(null),17,MALE,BLACK,MANHATTAN
1498,0:45:00,December,Wednesday,BURGLARY,2,N,Y,(null),41,MALE,WHITE HISPANIC,MANHATTAN
1499,23:18:00,December,Wednesday,CPW,1,N,Y,(null),23,MALE,BLACK,MANHATTAN
1500,12:15:00,December,Friday,OTHER,30,N,N,(null),38,MALE,WHITE HISPANIC,MANHATTAN
1501,18:45:00,December,Sunday,OTHER,2,N,N,(null),26,MALE,(null),MANHATTAN
1502,18:00:00,December,Tuesday,CRIMINAL TRESPASS,10,Y,Y,(null),51,MALE,BLACK,MANHATTAN
1503,0:00:00,December,Wednesday,CPW,15,Y,Y,(null),31,MALE,WHITE HISPANIC,MANHATTAN
1504,1:28:00,December,Thursday,ASSAULT,5,N,Y,(null),(null),MALE,WHITE HISPANIC,MANHATTAN
1505,17:20:00,December,Thursday,ASSAULT,10,N,N,(null),23,MALE,BLACK,MANHATTAN
1506,17:08:00,December,Sunday,ASSAULT,10,N,N,(null),34,MALE,WHITE HISPANIC,MANHATTAN
1507,17:25:00,December,Tuesday,CRIMINAL POSSESSION OF MARIHUANA,20,N,Y,(null),21,MALE,WHITE HISPANIC,MANHATTAN
1508,17:25:00,December,Tuesday,CRIMINAL POSSESSION OF MARIHUANA,20,N,Y,(null),19,MALE,WHITE HISPANIC,MANHATTAN
1509,1:20:00,December,Wednesday,CRIMINAL TRESPASS,5,N,Y,(null),26,MALE,BLACK,MANHATTAN
1510,9:50:00,December,Wednesday,CRIMINAL TRESPASS,17,Y,N,(null),40,MALE,WHITE HISPANIC,MANHATTAN
1511,23:50:00,December,Wednesday,ASSAULT,2,Y,Y,(null),38,MALE,BLACK HISPANIC,MANHATTAN
1512,20:45:00,December,Wednesday,GRAND LARCENY AUTO,10,N,Y,(null),23,MALE,BLACK,MANHATTAN
1513,20:45:00,December,Wednesday,GRAND LARCENY AUTO,10,N,Y,(null),28,MALE,WHITE HISPANIC,MANHATTAN
1514,20:45:00,December,Wednesday,GRAND LARCENY AUTO,10,N,Y,(null),20,FEMALE,BLACK,MANHATTAN
1515,20:45:00,December,Wednesday,GRAND LARCENY AUTO,10,N,Y,(null),23,MALE,BLACK,MANHATTAN
1516,22:54:00,December,Friday,CPW,3,N,Y,(null),15,MALE,BLACK,MANHATTAN
1517,22:54:00,December,Friday,CPW,3,N,N,(null),15,MALE,(null),MANHATTAN
1518,22:54:00,December,Friday,CPW,3,N,Y,(null),15,MALE,BLACK,MANHATTAN
1519,7:38:00,December,Friday,GRAND LARCENY,6,N,N,(null),62,MALE,WHITE,MANHATTAN
1520,4:18:00,December,Monday,BURGLARY,5,N,N,(null),22,MALE,BLACK,MANHATTAN
1521,15:13:00,December,Tuesday,CPW,15,N,Y,(null),25,MALE,BLACK,MANHATTAN
1522,18:45:00,December,Thursday,CPW,10,N,Y,(null),21,MALE,BLACK,MANHATTAN
1523,,December,Sunday,BURGLARY,10,N,Y,(null),23,MALE,WHITE,MANHATTAN
1524,20:30:00,January,Friday,BURGLARY,204,N,N,(null),17,MALE,BLACK,MANHATTAN
1525,20:30:00,January,Friday,BURGLARY,204,N,N,(null),16,MALE,BLACK,MANHATTAN
1526,20:30:00,January,Friday,BURGLARY,204,N,N,(null),16,MALE,BLACK,MANHATTAN
1527,0:17:00,January,Wednesday,ROBBERY,4,N,Y,(null),35,MALE,BLACK,MANHATTAN
1528,18:04:00,January,Wednesday,MENACING,5,N,Y,(null),35,MALE,BLACK,MANHATTAN
1529,14:57:00,January,Saturday,CPW,7,N,Y,(null),37,MALE,BLACK HISPANIC,MANHATTAN
1530,2:33:00,January,Wednesday,PETIT LARCENY,17,N,N,(null),(null),MALE,BLACK,MANHATTAN
1531,23:10:00,February,Friday,CRIMINAL TRESPASS,5,N,Y,(null),17,MALE,BLACK,MANHATTAN
1532,23:10:00,February,Friday,CRIMINAL TRESPASS,7,Y,Y,(null),16,MALE,BLACK,MANHATTAN
1533,23:10:00,February,Friday,CRIMINAL TRESPASS,7,Y,Y,(null),18,MALE,BLACK,MANHATTAN
1534,21:25:00,February,Tuesday,ASSAULT,5,N,Y,(null),21,MALE,BLACK,MANHATTAN
1535,16:10:00,February,Monday,ASSAULT,10,N,Y,(null),16,MALE,BLACK,MANHATTAN
1536,16:15:00,February,Monday,ASSAULT,20,N,Y,(null),17,MALE,BLACK,MANHATTAN
1537,22:16:00,February,Tuesday,CRIMINAL TRESPASS,3,Y,N,(null),21,MALE,WHITE HISPANIC,MANHATTAN
1538,22:16:00,February,Tuesday,CRIMINAL TRESPASS,2,Y,N,(null),23,MALE,BLACK HISPANIC,MANHATTAN
1539,6:37:00,February,Friday,CRIMINAL TRESPASS,5,Y,N,(null),45,MALE,WHITE HISPANIC,MANHATTAN
1540,2:05:00,March,Sunday,ROBBERY,5,Y,Y,(null),27,MALE,BLACK,MANHATTAN
1541,23:53:00,March,Friday,RECKLESS ENDANGERMENT,7,N,N,(null),38,MALE,BLACK,MANHATTAN
1542,14:14:00,February,Saturday,PETIT LARCENY,10,N,N,(null),60,MALE,BLACK,MANHATTAN
1543,11:15:00,March,Wednesday,CPW,15,N,Y,(null),53,MALE,BLACK,MANHATTAN
1544,8:30:00,February,Friday,ROBBERY,5,N,Y,(null),35,MALE,WHITE HISPANIC,MANHATTAN
1545,23:25:00,February,Tuesday,AUTO STRIPPIG,5,Y,N,(null),46,MALE,WHITE HISPANIC,MANHATTAN
1546,19:30:00,March,Friday,ASSAULT,30,N,N,(null),40,FEMALE,BLACK,MANHATTAN
1547,20:35:00,March,Wednesday,CRIMINAL TRESPASS,5,Y,Y,(null),28,MALE,BLACK HISPANIC,MANHATTAN
1548,21:40:00,March,Thursday,CRIMINAL TRESPASS,10,Y,N,(null),17,MALE,WHITE HISPANIC,MANHATTAN
1549,10:38:00,April,Tuesday,CRIMINAL TRESPASS,7,Y,N,(null),20,MALE,BLACK,MANHATTAN
1550,10:38:00,April,Tuesday,CRIMINAL TRESPASS,7,Y,N,(null),16,FEMALE,BLACK,MANHATTAN
1551,20:44:00,April,Friday,CRIMINAL TRESPASS,4,Y,N,(null),37,MALE,BLACK HISPANIC,MANHATTAN
1552,19:55:00,April,Saturday,ASSAULT,10,N,N,(null),26,MALE,BLACK,MANHATTAN
1553,20:50:00,April,Monday,CPW,5,N,Y,(null),18,MALE,BLACK,MANHATTAN
1554,1:18:00,April,Tuesday,OTHER,11,N,Y,(null),23,MALE,BLACK,MANHATTAN
1555,23:26:00,April,Friday,OTHER,5,N,Y,(null),20,MALE,BLACK,MANHATTAN
1556,23:26:00,April,Friday,CPW,5,N,Y,(null),18,MALE,WHITE HISPANIC,MANHATTAN
1557,2:09:00,April,Monday,ROBBERY,3,N,Y,(null),23,MALE,BLACK HISPANIC,MANHATTAN
1558,2:09:00,April,Monday,ROBBERY,3,N,Y,(null),16,FEMALE,BLACK,MANHATTAN
1559,23:25:00,April,Wednesday,CRIMINAL SALE OF MARIHUANA,5,N,N,(null),42,MALE,BLACK,MANHATTAN
1560,1:39:00,April,Friday,GRAND LARCENY AUTO,5,N,N,(null),28,MALE,BLACK,MANHATTAN
1561,17:05:00,April,Friday,CPW,15,N,Y,(null),26,MALE,WHITE HISPANIC,MANHATTAN
1562,21:50:00,April,Friday,CPW,5,N,Y,(null),36,MALE,BLACK HISPANIC,MANHATTAN
1563,21:50:00,April,Friday,CPW,5,N,Y,(null),25,MALE,WHITE HISPANIC,MANHATTAN
1564,9:18:00,May,Thursday,OTHER,10,N,N,(null),50,MALE,WHITE,MANHATTAN
1565,13:00:00,May,Saturday,CPW,3,N,Y,(null),50,MALE,BLACK,MANHATTAN
1566,23:01:00,April,Wednesday,CRIMINAL MISCHIEF,5,N,Y,(null),34,MALE,WHITE,MANHATTAN
1567,1:25:00,May,Tuesday,AUTO STRIPPIG,5,N,N,(null),48,MALE,BLACK,MANHATTAN
1568,20:44:00,April,Friday,CRIMINAL TRESPASS,4,Y,N,(null),30,MALE,BLACK HISPANIC,MANHATTAN
1569,19:05:00,April,Sunday,CRIMINAL POSSESSION OF MARIHUANA,5,Y,N,(null),23,MALE,BLACK,MANHATTAN
1570,14:41:00,May,Tuesday,PETIT LARCENY,15,N,N,(null),24,MALE,BLACK,MANHATTAN
1571,14:41:00,May,Tuesday,PETIT LARCENY,10,N,N,(null),22,MALE,BLACK,MANHATTAN
1572,14:15:00,May,Tuesday,ROBBERY,5,N,Y,(null),24,MALE,BLACK,MANHATTAN
1573,15:25:00,May,Tuesday,FORCIBLE TOUCHING,23,N,N,(null),43,MALE,WHITE HISPANIC,MANHATTAN
1574,3:30:00,May,Wednesday,CRIMINAL TRESPASS,5,N,Y,(null),28,MALE,WHITE HISPANIC,MANHATTAN
1575,4:30:00,May,Wednesday,CRIMINAL TRESPASS,5,N,Y,(null),28,MALE,BLACK HISPANIC,MANHATTAN
1576,20:10:00,March,Thursday,CPW,5,Y,Y,(null),21,MALE,WHITE HISPANIC,MANHATTAN
